name,CAS,LF,Standard,Dyetype,class,properties
"Name:C.I.Vat Red 41,C.I.73300",CAS Registry Number:522-75-8,3,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: blue light red. Deep red powder. Insoluble in water, soluble in Etanol for blue light red, soluble in Xylene in red. In concentrated sulfuric acid for brilliant blue green, dilution after blue red flocks. Alkaline reduction leuco for red light yellow, Acid reduction leuco for pale yellow. Used for dyeing cotton fabric for blue light red, good levelness. Also can be used for fabric direct printing, resist printing and discharge printing. Also can be used for wool, silk dyeing and printing. Can do solvent dye use."
"Name:C.I.Vat Red 40,C.I.68300",CAS Registry Number:3333-61-7,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: brilliant red. In the basic insurance powder solution for red brown; In the acidic insurance powder solution for orange.
"Name:C.I.Vat Red 39,C.I.67900",,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: brilliant blue light pink. In the basic insurance powder solution for purple; In the acidic insurance powder solution for blue light red.
"Name:C.I.Vat Red 38,C.I.67810",CAS Registry Number:6219-99-4,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: blue light pink. In alkaline solution of sodium hydrosulfite maroon; In the acidic insurance powder solution for dark orange.
"Name:C.I.Vat Red 37,C.I.59310",CAS Registry Number:1324-01-2,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications:  yellow red.
"Name:C.I.Vat Red 35,C.I.68000",CAS Registry Number:3737-76-6,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  dark red. Slightly soluble in Pyridine , 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid to red light yellow, dilution after red precipitation; In the basic insurance powder solution for blue light red; In the acidic insurance powder solution for dark orange."
"Name:C.I.Solubilised Vat Red 34,C.I.70331",CAS Registry Number:12226-70-9,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: blue light red.
"Name:C.I.Vat Red 34,C.I.70330",CAS Registry Number:1328-46-7,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: blue light red. In the basic insurance powder solution for green light blue, in acid insurance powder solution for purple."
"Name:C.I.Vat Red 32,C.I.71135",CAS Registry Number:2379-77-3,3,ISO,VatDye,Molecular Structure: Perylene class,"Properties and Applications:  red. Red powder. Insoluble in water. In concentrated sulfuric acid for purple; Alkaline reduction leuco for red light purple; Acid reduction leuco for red orange. Mainly used for dyeing cotton, cotton affinity and levelness of medium, can be used for cotton fabric direct printing, resist and discharge printing. This product by Pigment into C.I. Pigment Red 189."
"Name:C.I.Vat Red 31,C.I.600300",CAS Registry Number:12227-47-3,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: blue light red. Blue light red powder. Alkaline reduction leuco for caramel, acid reduction leuco for yellow brown. Mainly used for dye spell with red light grey or brown, can be used for cotton direct printing. Also can be used in the manufacture of Vat Blue ER, instead of ice dye dyeing flag when a little dark red color."
"Name:C.I.Vat Red 29,C.I.71140",CAS Registry Number:6424-77-7,5,ISO,VatDye,Molecular Structure: Perylene class,"Properties and Applications:  red. Purple red powder. Alkaline reduction leuco for red light purple; Acid reduction leuco for dark red light brown. In concentrated sulfuric acid for brilliant purple and dilution after brilliant red precipitation. Mainly used for cotton fabric jig dyeing and disseminated, levelness and affinity medium, to dead cotton covering power is good. Can be directly printed or discharge printing, dyeing PVA and silk, still can processed into organic pigment."
"Name:C.I.Vat Red 28,C.I.65710",,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: yellow red. In concentrated sulfuric acid for yellow red, dilution have orange precipitation; In the basic insurance powder solution for red orange; In the acidic insurance powder solution for yellow."
"Name:C.I.Vat Red 26,C.I.73340",,4-5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: yellow red. In concentrated sulfuric acid for Daisy blue, dilution after yellow red precipitation; In the basic insurance powder solution for yellow brown; In the acidic insurance powder solution for pale yellow."
"Name:C.I.Vat Red 24,C.I.616570",,4-5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications:red
"Name:C.I.Vat Red 23,C.I.71130",CAS Registry Number:5521-31-3,4-5,ISO,VatDye,Molecular Structure: Perylene class,"Properties and Applications: dark yellow red. Orange powder. Insoluble in water, slightly soluble in 1, 2, 3, 4 – Tetrahydronaphthalene and Xylene. In concentrated sulfuric acid to purple, dilution after brown light red precipitation: alkaline reduction leuco for red light purple; Acid reduction leuco for dark orange. Used for dyeing cotton fabric for dark yellow red, the cotton fabric can also direct printing or discharge printing, suitable for shallow color printing, but to printed after the steaming conditions sensitive. Can also be used to viscose fabric dyeing, more easily than cotton fabric dyed dark. This product after Pigment change is C.I. Pigment Red 179."
"Name:C.I.Vat Red 21,C.I.61670",CAS Registry Number:4430-70-0,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications: Dark blue light red. Deep red powder, insoluble in water. Basic also leuco for red brown; Acid reduction leuco for yellow brown. Mainly used for cotton fabric dyeing, levelness is very good, also can be used for cotton fabric direct printing and discharge printing."
"Name:C.I.Vat Red 20,C.I.67100",CAS Registry Number:6371-49-9,5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications:  blue light red to red light purple. In the basic insurance powder solution for brown light olive; In the acidic insurance powder solution for orange.
"Name:C.I.Vat Red 19,C.I.64015",CAS Registry Number:4392-71-6,4-5,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: blue light red. In concentrated sulfuric acid for green yellow; In the basic insurance powder solution for red light purple; In the acidic insurance powder solution for yellow red.
"Name:C.I.Vat Red 18,C.I.60705",CAS Registry Number:6409-68-3,4,ISO,VatDye,Molecular Structure: anthraquinones,Properties and Applications: Claret. S in alkaline insurance powder solution for olive; In the acidic insurance powder solution for brown light olive.
"Name:C.I.Vat Red 15,C.I.71100",CAS Registry Number:4216-02-8,4-5,ISO,VatDye,Molecular Structure: amino ketone,"Properties and Applications:  dark red. Purple red powder. Soluble in 2 – Chlorophenol, slightly soluble in Chloroform, Pyridine , Toluene, not soluble in Acetone and Etanol. In concentrated sulfuric acid for red orange. Alkaline reduction leuco for brown, green fluorescent; Acid reduction leuco for orange. Mainly used for cotton of jig dyeing and disseminated, to dead cotton good covering power. Can also be applied to direct printing, resist printing and discharge printing. Can also be processed into organic pigment, used in the manufacture of ink."
"Name:C.I.Vat Red 14,C.I.71110",CAS Registry Number:8005-56-9,5,ISO,VatDye,Molecular Structure: amino ketone,"Properties and Applications: dark yellow red. Orange powder. Insoluble in water, soluble in 2 – Chlorophenol, slightly soluble in hot Chloroform and Pyridine , not soluble in Acetone, Etanol and Toluene. In concentrated sulfuric acid for yellow brown. Alkaline reduction leuco for olive; Acid reduction leuco with green fluorescent blue. Used for cotton fabric dyeing, for the dark yellow red. To cotton affinity is high, good levelness, to dead cotton covering power is very good. Used for cotton fabric of direct, resist and discharge printing."
Name:C.I.Vat Red 12,CAS Registry Number:39279-68-0,4-5,AATCC,VatDye,Molecular Structure: anthraquinones,Properties and Applications: blue-ray red.
"Name:C.I.Solubilised Vat Red 10,C.I.67001",CAS Registry Number:10126-90-6,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  blue-ray red. Red brown powder. Soluble in water, solubility is better. Used for the cotton fabric dyeing as blue-ray red. Dye with neuter or small when cotton with alkaline bath, also can be used for direct printing, the cotton fabric dye printing, discharge printing. Also can be used for silk and wool dyeing and polyester/cotton blended fabric dyeing."
"Name:C.I.Vat Red 10,C.I.67000",CAS Registry Number:2379-79-5,5,ISO,VatDye,Molecular Structure: anthraquinones,"Properties and Applications:  blue-ray red. Deep red powder. Insoluble in water. The strong sulfuric acid for light yellow, diluted in red. Alkaline reduction for dark brown color body hidden; Acid reduction for red light brown color body hidden. Hard to sensitive. Used for the cotton fabric dyeing as blue-ray red, to cotton has certain affinity, levelness is very excellent. Can also be used for direct printing of cotton fabric, the dye printing. Can also be used for viscose and stick/cotton blended fabric dyeing. The product of the pigment to C.I.Pigment Red 196."
"Name:C.I.Solubilised Vat Red 6 ,C.I.73356",CAS Registry Number:10126-92-8,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: bright pink to red. gray- red powder. Soluble in water nearly colorless, meet strong sulfuric acid turn green. In the neutral or alkaline bath dyeing cotton dyeing, affinity is low. Can use the cotton fabric printing, such as direct printing, the printing and dyeing discharge printing. Also used for silk and wool and polyester/cotton blended fabric dyeing."
"Name:C.I.Vat Red 5,C.I.73350",CAS Registry Number:6371-18-2,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: blue light pink to red blue light. The strong sulfuric acid for green, diluted to red; In nitric acid for red; In alkaline insurance powder solution for yellow."
"Name:C.I.Vat Red 6,C.I.73355",CAS Registry Number:6371-19-3,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: bright pink to red. Not soluble in alcohol. The strong sulfuric acid for green, diluted to red; In nitric acid for red; In alkaline insurance powder solution for green light yellow; In the acidic insurance powder solution for colorless."
"Name:C.I.Solubilised Vat Red 2,C.I.73366",CAS Registry Number:10126-97-3,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: bright blue light pink to red colourful blue-ray. Shallow red powder. Soluble in water for blue-ray red, solubility in general. This product has the brittle light. Used for the cotton fabric dyeing, can be in neutral or alkaline bath dyeing dyeing, also can be used for printing of cotton, including direct printing, the printing and dyeing discharge printing. Can also be used for the silk fabric and wool fabric and polyester/cotton blended fabric dyeing."
"Name:C.I.Vat Red 2,C.I.73365",CAS Registry Number:6371-23-9,5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: bright blue light pink to red colourful blue-ray. Orange red powder, insoluble in water. Alkaline reduction for yellow color body hidden; Acid hidden color reduction for body colorless. Used for dyeing cotton fibres, high affinity for cotton, good levelness. Can be used for direct printing of cotton fabric, the dye printing, discharge printing, etc. Can also be used for silk dyeing, affinity and good levelness, also suitable for the wool dyeing."
"Name:C.I.Solubilised Vat Red 1,C.I.73361",CAS Registry Number:3875-72-7,4-5,ISO,VatDye,Molecular Structure: Thioindigo class,"Properties and Applications: bright blue light pink to red colourful blue-ray. Greyish-white to pink powder, soluble in water, water solution is red blue light, not soluble in ethanol and other organic solvents: the strong sulfuric acid for green light olive, and for the red light purple diluted. Its water solution have fluorescence, under fluorescent light for purple, salt and is very sensitive to light. Mainly used for the cotton fabric dyeing and printing, although have brittle because its bright light is still widely used. Can direct printing, the printing and dyeing discharge printing. Will dye polyester/cotton, Peacekeeping/cotton and wool, silk fabric, etc. Use polyester melt method dye, the color than cotton bright-coloured."
